dissolvedO2,pH,outletN2,outletCO2,outletO2,outletAR,AgitatorSpeed,Temperature
90.04,7.0,75.09485523809525,3.9418714285714285,20.072881904761903,0.8903914285714285,199.59,36.98
90.14,7.0,75.10696952380952,3.928157142857143,20.07439619047619,0.8904771428571429,199.18,36.98
90.03,7.0,75.1102,3.9245,20.0748,0.8905,199.48,37.02
90.03,7.0,75.12657777777778,3.9047222222222224,20.07806666666667,0.8906333333333333,200.24,36.98
90.02,7.0,75.1489111111111,3.8777525252525256,20.08252121212121,0.8908151515151514,199.23,36.93
90.32,7.0,75.17124444444444,3.8507828282828283,20.086975757575757,0.8909969696969697,200.3,36.76
89.64,7.0,75.1839,3.8355,20.0895,0.8911,200.84,36.64
88.29,7.0,75.18813113207547,3.8292698113207546,20.091400943396227,0.8911981132075472,199.65,36.55
87.32,7.0,75.19789528301887,3.814892452830189,20.095787735849058,0.8914245283018868,200.31,36.44
86.37,7.0,75.20765943396226,3.8005150943396226,20.10017452830189,0.8916509433962264,199.79,36.37
85.34,7.0,75.21742358490566,3.7861377358490564,20.10456132075472,0.891877358490566,199.96,36.31
84.79,7.0,75.2184,3.7847,20.105,0.8919,199.73,36.25
84.03,7.0,75.23029090909091,3.770436363636364,20.107454545454544,0.8918454545454546,200.45,36.2
83.09,7.0,75.24350303030303,3.754587878787879,20.110181818181818,0.8917848484848485,200.16,36.19
82.41,7.0,75.25671515151515,3.7387393939393943,20.112909090909092,0.8917242424242424,200.95,36.13
81.78,7.0,75.262,3.7324,20.114,0.8917,199.98,36.13
80.92,7.0,75.26865454545454,3.7236545454545458,20.115909090909092,0.8918454545454546,200.27,36.13
80.35,7.01,75.27974545454545,3.709078787878788,20.11909090909091,0.8920878787878788,200.1,36.13
79.77,7.01,75.29083636363636,3.6945030303030304,20.12227272727273,0.892330303030303,199.55,36.13
79.17,7.01,75.2986,3.6843,20.1245,0.8925,199.55,36.13
78.36,7.01,75.30255142857142,3.6795514285714286,20.125262857142857,0.8925514285714286,200.24,36.13
77.99,7.01,75.31572285714286,3.663722857142857,20.127805714285717,0.8927228571428572,200.66,36.17
77.45,7.01,75.32889428571428,3.6478942857142855,20.130348571428573,0.8928942857142858,200.57,36.21
76.95,7.01,75.34206571428572,3.632065714285714,20.13289142857143,0.8930657142857142,199.9,36.25
76.57,7.01,75.3447,3.6289,20.1334,0.8931,199.55,36.36
76.19,7.01,75.354396,3.6159879999999998,20.136448,0.89322,199.85,36.46
75.82,7.01,75.366516,3.5998479999999997,20.140258000000003,0.89337,199.52,36.55
75.5,7.01,75.378636,3.583708,20.144068,0.89352,199.73,36.65
75.04,7.01,75.3851,3.5751,20.1461,0.8936,199.81,36.73
74.69,7.01,75.39152666666666,3.5678466666666666,20.146913333333334,0.8936266666666667,199.64,36.83
74.3,7.01,75.4052980952381,3.5523038095238095,20.148656190476192,0.8936838095238095,200.05,36.94
74.04,7.01,75.41906952380953,3.5367609523809524,20.150399047619047,0.8937409523809524,200.34,36.98
73.61,7.01,75.43284095238096,3.5212180952380954,20.152141904761905,0.8937980952380953,200.51,37.07
73.17,7.01,75.4333,3.5207,20.1522,0.8938,200.15,37.16
72.81,7.01,75.44542727272727,3.5035050505050505,20.157033333333334,0.8940050505050505,199.11,37.21
72.44,7.01,75.45797272727273,3.4857171717171718,20.162033333333333,0.8942171717171717,199.0,37.29
72.06,7.01,75.47051818181818,3.4679292929292926,20.167033333333336,0.8944292929292929,199.7,37.34
71.51,7.01,75.4747,3.4619999999999997,20.1687,0.8945,199.48,37.41
71.13,7.01,75.48522830188679,3.448377358490566,20.171624528301887,0.894688679245283,199.82,37.44
70.79,7.01,75.50102075471698,3.427943396226415,20.176011320754718,0.8949716981132075,199.77,37.46
70.16,7.0,75.51681320754717,3.407509433962264,20.18039811320755,0.895254716981132,199.21,37.47
69.83,7.0,75.5305,3.3898,20.1842,0.8955,200.79,37.55
69.49,7.0,75.53241919191919,3.3872707070707073,20.184789898989898,0.895520202020202,200.76,37.52
68.88,7.0,75.54681313131313,3.36830101010101,20.18921414141414,0.8956717171717171,199.45,37.55
68.39,7.0,75.56120707070707,3.349331313131313,20.193638383838383,0.8958232323232322,199.93,37.55
67.88,7.0,75.57560101010101,3.3303616161616163,20.198062626262626,0.8959747474747474,200.39,37.57
67.42,7.0,75.578,3.3272,20.1988,0.8959999999999999,200.02,37.55
67.06,7.0,75.59134905660378,3.311327358490566,20.201182075471696,0.8961650943396225,200.36,37.5
66.53,7.0,75.6073679245283,3.2922801886792454,20.204040566037737,0.8963632075471698,199.43,37.47
66.09,7.0,75.62338679245283,3.2732330188679244,20.206899056603774,0.896561320754717,200.55,37.44
65.58,7.0,75.6346,3.2599,20.2089,0.8967,199.16,37.44
65.07,7.0,75.63959090909091,3.2535818181818184,20.210254545454546,0.8966727272727273,200.74,37.41
64.65,7.0,75.65622727272728,3.232521212121212,20.214769696969697,0.8965818181818183,200.27,37.37
64.24,7.0,75.67286363636363,3.211460606060606,20.21928484848485,0.8964909090909091,200.74,37.35
63.82,7.0,75.6895,3.1904,20.2238,0.8964,200.34,37.35
63.33,7.0,75.70546226415094,3.1681830188679245,20.229573584905662,0.8968528301886792,201.27,37.32
62.81,7.0,75.72142452830188,3.145966037735849,20.23534716981132,0.8973056603773585,200.07,37.29
62.32,7.0,75.73738679245284,3.1237490566037733,20.24112075471698,0.8977584905660377,200.07,37.23
61.94,7.0,75.7459,3.1119,20.2442,0.898,199.39,37.2
61.39,7.0,75.75308383838384,3.103160606060606,20.24569898989899,0.8980707070707071,199.66,37.2
61.06,7.0,75.76847777777778,3.084433333333333,20.24891111111111,0.8982222222222223,199.09,37.16
60.66,7.0,75.78387171717172,3.0657060606060607,20.252123232323232,0.8983737373737374,199.5,37.13
60.17,7.0,75.7967,3.0501,20.2548,0.8985,200.64,37.1
59.77,7.0,75.79908679245283,3.047048113207547,20.255413207547168,0.8985471698113208,199.88,37.08
59.25,7.0,75.81340754716982,3.0287367924528303,20.25909245283019,0.8988301886792452,200.35,37.07
58.85,7.0,75.8277283018868,3.010425471698113,20.26277169811321,0.8991132075471697,200.0,37.05
58.49,7.0,75.84204905660378,2.992114150943396,20.266450943396226,0.8993962264150943,199.57,37.04
57.92,7.0,75.8473,2.9854,20.2678,0.8995,200.48,36.98
57.45,7.0,75.85568686868687,2.975381818181818,20.269373737373737,0.8995575757575758,199.68,37.0
57.04,7.0,75.8689292929293,2.959563636363636,20.271858585858585,0.8996484848484848,200.57,36.96
56.55,7.01,75.88217171717172,2.9437454545454544,20.274343434343436,0.899739393939394,199.55,36.98
56.39,7.02,75.891,2.9332,20.276,0.8998,200.73,36.98
56.86,7.02,75.89513333333333,2.9276666666666666,20.2774,0.8997904761904763,199.74,36.98
57.71,7.02,75.90753333333333,2.9110666666666667,20.2816,0.8997619047619048,200.65,36.96
58.57,7.02,75.91993333333333,2.8944666666666667,20.285800000000002,0.8997333333333334,200.85,36.97
59.39,7.02,75.93233333333333,2.877866666666667,20.290000000000003,0.899704761904762,201.1,36.95
59.83,7.02,75.9344,2.8751,20.2907,0.8997,200.02,36.95
60.13,7.02,75.94275858585858,2.863988888888889,20.293351515151517,0.8998262626262626,199.73,36.95
60.44,7.02,75.95278888888889,2.850655555555556,20.296533333333336,0.8999777777777778,200.45,36.95
60.54,7.02,75.9628191919192,2.8373222222222223,20.29971515151515,0.9001292929292929,200.63,36.94
60.53,7.02,75.9675,2.8311,20.3012,0.9002,198.77,36.95
60.54,7.02,75.97234528301887,2.8257415094339624,20.301622641509436,0.9002905660377358,199.9,36.95
60.61,7.01,75.98143018867924,2.8156943396226417,20.302415094339626,0.9004603773584906,200.5,36.95
60.56,7.01,75.99051509433963,2.8056471698113206,20.303207547169812,0.9006301886792453,200.57,36.95
60.72,7.01,75.9996,2.7956,20.304000000000002,0.9008,199.5,36.95
60.62,7.01,76.0066909090909,2.785751515151515,20.306727272727272,0.9008303030303031,199.66,36.92
60.54,7.01,76.01378181818181,2.7759030303030303,20.309454545454546,0.9008606060606061,199.74,36.93
60.59,7.01,76.02087272727272,2.7660545454545455,20.312181818181816,0.9008909090909091,199.07,36.95
60.54,7.01,76.023,2.7631,20.313,0.9009,199.71,36.97
60.48,7.01,76.03015188679245,2.753808490566038,20.31506037735849,0.9009792452830189,199.76,36.96
60.45,7.01,76.04036886792453,2.7405349056603776,20.318003773584906,0.9010924528301887,200.1,36.95
60.35,7.01,76.0505858490566,2.727261320754717,20.32094716981132,0.9012056603773585,200.02,36.95
60.33,7.01,76.0591,2.7162,20.3234,0.9013,199.48,36.95
60.28,7.01,76.05972626262627,2.7154929292929295,20.323470707070708,0.901310101010101,199.9,36.96
60.14,7.01,76.06348383838385,2.711250505050505,20.32389494949495,0.9013707070707071,200.71,36.97
59.94,7.01,76.06724141414142,2.7070080808080808,20.32431919191919,0.9014313131313131,199.0,37.02
59.64,7.0,76.070998989899,2.7027656565656564,20.324743434343436,0.9014919191919192,199.75,36.98
59.39,7.0,76.0715,2.7022,20.3248,0.9015,199.71,36.98
59.12,7.0,76.07378113207547,2.699992452830189,20.324750943396225,0.9014754716981132,200.77,36.98
58.76,7.02,76.07641320754716,2.697445283018868,20.324694339622642,0.9014471698113208,200.74,36.98
58.43,7.02,76.07904528301887,2.694898113207547,20.324637735849056,0.9014188679245283,199.96,36.98
58.1,7.02,76.0808,2.6932,20.3246,0.9014,200.86,37.04
57.69,7.02,76.07967878787879,2.694280808080808,20.324630303030304,0.901420202020202,199.13,37.04
57.34,7.01,76.07631515151515,2.6975232323232325,20.32472121212121,0.9014808080808081,199.38,37.06
57.49,7.01,76.07295151515152,2.7007656565656566,20.324812121212123,0.9015414141414141,200.57,37.06
57.79,7.01,76.0697,2.7039,20.3249,0.9016,200.2,37.04
58.31,7.01,76.06956161616161,2.7040767676767676,20.324858585858586,0.90160101010101,201.74,37.04
58.9,7.0,76.0654101010101,2.709379797979798,20.32361616161616,0.9016313131313131,198.68,37.04
59.5,7.0,76.06125858585858,2.7146828282828284,20.322373737373738,0.9016616161616161,199.82,37.02
59.97,7.0,76.05710707070706,2.7199858585858587,20.32113131313131,0.9016919191919192,201.0,37.02
60.32,7.0,76.056,2.7214,20.3208,0.9017,199.18,37.06
60.56,7.0,76.05286603773584,2.7254056603773584,20.32009433962264,0.901554716981132,200.64,37.04
60.69,7.0,76.04859245283018,2.730867924528302,20.319132075471696,0.9013566037735848,200.04,37.0
60.83,7.0,76.04431886792452,2.7363301886792453,20.318169811320754,0.9011584905660377,200.29,37.04
61.08,7.0,76.0409,2.7407,20.3174,0.9009999999999999,198.98,37.04
61.22,7.0,76.0397,2.742318181818182,20.31701818181818,0.9009636363636363,198.81,37.04
61.47,7.0,76.0337,2.750409090909091,20.31510909090909,0.9007818181818181,199.73,37.04
63.64,7.0,76.0277,2.7584999999999997,20.3132,0.9006,200.74,37.04
62.95,7.0,76.02170000000001,2.766590909090909,20.311290909090907,0.9004181818181818,199.52,36.98
62.49,7.0,76.0211,2.7674,20.3111,0.9004,200.29,37.0
62.32,7.0,76.0132037735849,2.776748113207547,20.309469811320756,0.9005528301886792,200.54,36.98
62.46,7.0,76.00443018867925,2.7871349056603774,20.307658490566038,0.9007226415094339,200.02,36.98
62.52,7.0,75.99565660377358,2.7975216981132074,20.305847169811322,0.9008924528301886,199.43,36.98
62.71,7.0,75.9901,2.8041,20.3047,0.9009999999999999,200.69,37.0
62.87,7.0,75.98736666666666,2.807788888888889,20.303833333333333,0.900911111111111,200.36,37.0
62.9,7.0,75.97991212121212,2.817849494949495,20.301469696969697,0.9006686868686868,199.04,36.98
62.76,7.0,75.97245757575757,2.827910101010101,20.29910606060606,0.9004262626262626,198.99,36.98
62.76,7.0,75.9655,2.8373,20.2969,0.9002,200.09,36.98
62.76,7.0,75.96489433962265,2.8380584905660378,20.296750943396226,0.9001981132075472,199.85,36.98
62.57,7.0,75.95580943396227,2.849435849056604,20.294515094339623,0.9001698113207547,201.19,36.98
62.25,7.0,75.9467245283019,2.86081320754717,20.29227924528302,0.9001415094339623,199.01,36.98
61.91,7.0,75.93763962264151,2.8721905660377356,20.290043396226416,0.9001132075471698,200.21,36.98
61.72,7.0,75.9334,2.8775,20.289,0.9001,201.3,36.95
61.34,7.0,75.9286,2.8834636363636363,20.287917171717172,0.9000353535353536,200.16,36.98
60.96,7.0,75.9196,2.8946454545454547,20.28588686868687,0.8999141414141415,200.88,36.95
60.59,7.0,75.9106,2.9058272727272727,20.283856565656567,0.8997929292929293,198.84,36.95
60.28,7.0,75.9037,2.9144,20.2823,0.8997,200.38,36.95
59.84,7.0,75.90153396226415,2.9169754716981133,20.28191037735849,0.8996735849056604,199.46,36.95
59.45,7.0,75.89225094339623,2.9280132075471696,20.280240566037737,0.8995603773584906,200.07,36.95
59.19,7.0,75.8829679245283,2.9390509433962264,20.27857075471698,0.8994471698113208,199.39,36.95
58.77,7.0,75.87368490566038,2.9500886792452827,20.276900943396225,0.899333962264151,200.31,36.98
58.45,7.0,75.8709,2.9534,20.2764,0.8993,199.93,36.98
58.06,7.0,75.86489696969697,2.961481818181818,20.27451212121212,0.8991090909090909,200.09,36.96
57.7,7.0,75.85632121212122,2.9730272727272724,20.27181515151515,0.8988363636363637,198.73,36.96
57.33,7.0,75.84774545454546,2.984572727272727,20.26911818181818,0.8985636363636363,199.94,36.97
56.88,7.0,75.8426,2.9915,20.2675,0.8984,199.79,36.95
56.76,7.0,75.83984905660378,2.99498679245283,20.266696226415092,0.8984679245283018,199.3,36.98
57.61,7.0,75.83297169811321,3.0037037735849057,20.264686792452828,0.8986377358490566,200.91,36.98
58.18,7.0,75.82609433962264,3.012420754716981,20.262677358490567,0.8988075471698114,199.96,36.98
58.69,7.0,75.81921698113207,3.0211377358490568,20.260667924528303,0.898977358490566,199.77,36.98
59.18,7.0,75.8183,3.0223,20.2604,0.899,200.26,36.98
59.48,7.0,75.81312626262626,3.0288131313131315,20.25919191919192,0.8988424242424242,200.07,36.98
59.53,7.0,75.80715656565656,3.0363282828282827,20.25779797979798,0.898660606060606,199.84,36.98
59.53,7.0,75.80118686868686,3.0438434343434344,20.256404040404043,0.8984787878787879,199.94,36.98
59.41,7.0,75.7986,3.0471,20.2558,0.8984,199.91,36.98
59.46,7.0,75.79564905660376,3.0512216981132076,20.254661320754717,0.898383962264151,199.3,36.98
59.48,7.0,75.79044150943396,3.058495283018868,20.252651886792453,0.8983556603773585,199.9,36.98
59.46,7.0,75.78523396226414,3.065768867924528,20.25064245283019,0.898327358490566,199.16,36.98
59.41,7.0,75.7802,3.0728,20.2487,0.8983,199.93,36.98
59.48,7.0,75.77999595959595,3.073051515151515,20.248656565656564,0.8982959595959595,199.56,36.98
59.52,7.0,75.77387474747475,3.0805969696969697,20.247353535353536,0.8981747474747475,199.55,36.98
59.55,7.0,75.76775353535353,3.0881424242424242,20.246050505050505,0.8980535353535354,199.66,37.04
59.79,7.0,75.76163232323233,3.0956878787878788,20.244747474747474,0.8979323232323233,199.54,37.04
59.82,7.0,75.76,3.0977,20.2444,0.8979,200.56,37.02
59.88,7.0,75.75489433962265,3.1032,20.244171698113206,0.8977547169811321,199.26,37.04
59.96,7.0,75.7479320754717,3.1107,20.24386037735849,0.8975566037735849,199.95,36.98
59.93,7.0,75.74096981132075,3.1182000000000003,20.243549056603776,0.8973584905660378,200.39,37.04
59.93,7.0,75.7354,3.1242,20.2433,0.8972,199.24,37.0
59.87,7.0,75.7342787878788,3.1258242424242426,20.24277272727273,0.8972181818181818,198.94,37.04
59.81,7.0,75.72867272727272,3.133945454545455,20.240136363636363,0.897309090909091,200.26,37.04
59.67,7.0,75.72306666666667,3.142066666666667,20.2375,0.8974,199.64,37.04
59.62,7.0,75.7174606060606,3.150187878787879,20.234863636363638,0.897490909090909,200.13,37.04
59.52,7.0,75.7169,3.1510000000000002,20.2346,0.8975,200.81,37.04
59.6,7.0,75.7124679245283,3.1557377358490566,20.234243396226415,0.8975509433962264,199.45,37.04
59.63,7.0,75.70754339622641,3.161001886792453,20.23384716981132,0.8976075471698113,199.46,37.04
59.68,7.0,75.70261886792453,3.166266037735849,20.233450943396228,0.8976641509433962,199.55,37.06
59.77,7.0,75.6995,3.1696,20.2332,0.8977,199.65,37.04
59.68,7.0,75.69792222222222,3.171533333333333,20.2329,0.8976444444444445,200.15,37.04
59.68,7.0,75.6936191919192,3.1768060606060606,20.23208181818182,0.8974929292929293,198.89,37.04
59.67,7.0,75.68931616161616,3.1820787878787877,20.231263636363636,0.8973414141414141,199.38,37.04
59.69,7.0,75.6853,3.187,20.2305,0.8972,199.44,36.98
59.64,7.0,75.68517238095238,3.187283809523809,20.230339999999998,0.8972038095238095,200.09,36.98
59.37,7.0,75.68325809523809,3.191540952380952,20.22794,0.8972609523809524,200.21,37.02
59.3,7.0,75.68134380952381,3.195798095238095,20.22554,0.8973180952380952,199.19,37.0
59.27,7.0,75.67942952380953,3.200055238095238,20.22314,0.8973752380952381,200.1,36.98
59.16,7.0,75.6786,3.2019,20.2221,0.8974,200.71,36.98
59.16,7.0,75.676254,3.204348,20.2221,0.897315,200.45,36.98
59.04,7.0,75.67211400000001,3.208668,20.2221,0.897165,199.14,36.98
59.08,7.0,75.667974,3.212988,20.2221,0.897015,200.95,36.96
59.05,7.0,75.6648,3.2163,20.2221,0.8969,200.15,36.95
59.22,7.0,75.66377641509433,3.217614150943396,20.221835849056603,0.8968669811320755,199.3,36.95
59.3,7.0,75.65938962264151,3.2232462264150943,20.220703773584905,0.8967254716981132,200.31,36.95
59.47,7.0,75.65500283018868,3.2288783018867924,20.219571698113207,0.8965839622641509,199.13,36.95
59.55,7.0,75.65061603773584,3.234510377358491,20.218439622641508,0.8964424528301886,199.24,36.95
59.74,7.0,75.6493,3.2362,20.2181,0.8964,199.49,36.97
59.65,7.0,75.64594848484847,3.239890909090909,20.21778181818182,0.8963787878787879,199.74,36.95
59.72,7.0,75.64116060606061,3.2451636363636367,20.21732727272727,0.8963484848484848,199.81,36.95
59.74,7.0,75.63637272727273,3.250436363636364,20.216872727272726,0.8963181818181818,199.6,36.95
59.8,7.0,75.6335,3.2536,20.2166,0.8963,199.69,36.95
60.15,7.0,75.63202830188679,3.2557849056603776,20.21584150943396,0.896345283018868,198.99,36.93
60.29,7.0,75.62834905660378,3.2612471698113206,20.21394528301887,0.8964584905660378,200.36,36.95
60.12,7.0,75.62466981132076,3.266709433962264,20.212049056603774,0.8965716981132076,199.49,36.95
59.95,7.0,75.62099056603775,3.2721716981132074,20.21015283018868,0.8966849056603774,199.59,36.95
59.74,7.0,75.6205,3.2729,20.2099,0.8967,199.86,36.95
59.79,7.0,75.6155888888889,3.277942424242424,20.209821212121213,0.8966474747474747,200.3,36.97
59.6,7.0,75.60992222222222,3.283760606060606,20.2097303030303,0.8965868686868687,200.14,36.95
59.6,7.0,75.60425555555555,3.289578787878788,20.209639393939394,0.8965262626262626,199.57,36.95
59.6,7.0,75.6018,3.2921,20.2096,0.8965,200.0,36.95
59.54,7.0,75.5990575471698,3.296654716981132,20.20791603773585,0.8963716981132075,199.85,36.96
59.54,7.0,75.5942179245283,3.3046924528301886,20.204944339622642,0.896145283018868,198.76,36.96
59.54,7.0,75.5893783018868,3.3127301886792453,20.201972641509435,0.8959188679245284,199.85,36.98
59.55,7.0,75.5847,3.3205,20.1991,0.8957,201.13,36.97
59.49,7.0,75.58451515151515,3.320720202020202,20.199066666666667,0.8956969696969698,199.82,36.98
